period_start,period_end,report_month,country,fnid,unit_name,country,county,sub_county,livelihood_zone_code,livelihood_zone_name,ipc_phase,humanitarian_assistance,unit_type,fewsnet_region,ipc_phase_label
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C303060012,"Coastal Medium Potential Farming Zone, Malindi, Kilifi, Kenya",Kenya,Kilifi,Malindi,KE12,Coastal Medium Potential Farming Zone,2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C302030012,"Coastal Medium Potential Farming Zone, Matuga, Kwale, Kenya",Kenya,Kwale,Matuga,KE12,Coastal Medium Potential Farming Zone,2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C305020212,"Coastal Medium Potential Farming Zone, Mkunumbi, Lamu West, Lamu, Kenya",Kenya,Lamu,Lamu West,KE12,Coastal Medium Potential Farming Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C302040012,"Coastal Medium Potential Farming Zone, Msambweni, Kwale, Kenya",Kenya,Kwale,Msambweni,KE12,Coastal Medium Potential Farming Zone,2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C301050012,"Coastal Medium Potential Farming Zone, Mvita, Mombasa, Kenya",Kenya,Mombasa,Mvita,KE12,Coastal Medium Potential Farming Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C301060012,"Coastal Medium Potential Farming Zone, Nyali, Mombasa, Kenya",Kenya,Mombasa,Nyali,KE12,Coastal Medium Potential Farming Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C303070012,"Coastal Medium Potential Farming Zone, Rabai, Kilifi, Kenya",Kenya,Kilifi,Rabai,KE12,Coastal Medium Potential Farming Zone,2,False,fsc_admin_lhz,East Africa,Stressed
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C305020312,"Coastal Medium Potential Farming Zone, Witu, Lamu West, Lamu, Kenya",Kenya,Lamu,Lamu West,KE12,Coastal Medium Potential Farming Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307020110,"Eastern Pastoral Zone, Abakaile, Dadaab, Garissa, Kenya",Kenya,Garissa,Dadaab,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307010110,"Eastern Pastoral Zone, Balambala, Balambala, Garissa, Kenya",Kenya,Garissa,Balambala,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307040110,"Eastern Pastoral Zone, Balambala, Garissa Township, Garissa, Kenya",Kenya,Garissa,Garissa Township,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307060110,"Eastern Pastoral Zone, Baraki, Lagdera, Garissa, Kenya",Kenya,Garissa,Lagdera,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307060210,"Eastern Pastoral Zone, Benane(Garissa), Lagdera, Garissa, Kenya",Kenya,Garissa,Lagdera,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308050110,"Eastern Pastoral Zone, Benane(Wajir), Wajir South, Wajir, Kenya",Kenya,Wajir,Wajir South,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C304010110,"Eastern Pastoral Zone, Bungale, Bura, Tana River, Kenya",Kenya,Tana River,Bura,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308050210,"Eastern Pastoral Zone, Burder, Wajir South, Wajir, Kenya",Kenya,Wajir,Wajir South,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307020210,"Eastern Pastoral Zone, Dadaabu, Dadaab, Garissa, Kenya",Kenya,Garissa,Dadaab,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308050310,"Eastern Pastoral Zone, Dadaja Bulla, Wajir South, Wajir, Kenya",Kenya,Wajir,Wajir South,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307020310,"Eastern Pastoral Zone, Damajale, Dadaab, Garissa, Kenya",Kenya,Garissa,Dadaab,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307010210,"Eastern Pastoral Zone, Danyere, Balambala, Garissa, Kenya",Kenya,Garissa,Balambala,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307020410,"Eastern Pastoral Zone, Dertu, Dadaab, Garissa, Kenya",Kenya,Garissa,Dadaab,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308050410,"Eastern Pastoral Zone, Diff, Wajir South, Wajir, Kenya",Kenya,Wajir,Wajir South,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307030310,"Eastern Pastoral Zone, Fafi, Fafi, Garissa, Kenya",Kenya,Garissa,Fafi,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307040210,"Eastern Pastoral Zone, Galbet, Garissa Township, Garissa, Kenya",Kenya,Garissa,Garissa Township,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C311020110,"Eastern Pastoral Zone, Garba Tulla, Isiolo South, Isiolo, Kenya",Kenya,Isiolo,Isiolo South,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307060310,"Eastern Pastoral Zone, Goreale, Lagdera, Garissa, Kenya",Kenya,Garissa,Lagdera,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308050510,"Eastern Pastoral Zone, Habasswein, Wajir South, Wajir, Kenya",Kenya,Wajir,Wajir South,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308050610,"Eastern Pastoral Zone, Ibrahim Ure, Wajir South, Wajir, Kenya",Kenya,Wajir,Wajir South,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307040310,"Eastern Pastoral Zone, Iftin, Garissa Township, Garissa, Kenya",Kenya,Garissa,Garissa Township,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307010310,"Eastern Pastoral Zone, Jara Jara, Balambala, Garissa, Kenya",Kenya,Garissa,Balambala,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307030410,"Eastern Pastoral Zone, Jar Jila, Fafi, Garissa, Kenya",Kenya,Garissa,Fafi,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308030210,"Eastern Pastoral Zone, Khorof-Harar, Wajir East, Wajir, Kenya",Kenya,Wajir,Wajir East,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C311020210,"Eastern Pastoral Zone, Kinna, Isiolo South, Isiolo, Kenya",Kenya,Isiolo,Isiolo South,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307020510,"Eastern Pastoral Zone, Labisgale, Dadaab, Garissa, Kenya",Kenya,Garissa,Dadaab,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308050710,"Eastern Pastoral Zone, Lagboghol South, Wajir South, Wajir, Kenya",Kenya,Wajir,Wajir South,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307020610,"Eastern Pastoral Zone, Liboi, Dadaab, Garissa, Kenya",Kenya,Garissa,Dadaab,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307060410,"Eastern Pastoral Zone, Maalamini, Lagdera, Garissa, Kenya",Kenya,Garissa,Lagdera,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307060510,"Eastern Pastoral Zone, Modogashe, Lagdera, Garissa, Kenya",Kenya,Garissa,Lagdera,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307030510,"Eastern Pastoral Zone, Nanigh, Fafi, Garissa, Kenya",Kenya,Garissa,Fafi,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307060610,"Eastern Pastoral Zone, Sabena, Lagdera, Garissa, Kenya",Kenya,Garissa,Lagdera,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307010410,"Eastern Pastoral Zone, Saka, Balambala, Garissa, Kenya",Kenya,Garissa,Balambala,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C304010510,"Eastern Pastoral Zone, Sala, Bura, Tana River, Kenya",Kenya,Tana River,Bura,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307010510,"Eastern Pastoral Zone, Sankuri, Balambala, Garissa, Kenya",Kenya,Garissa,Balambala,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307040410,"Eastern Pastoral Zone, Sankuri, Garissa Township, Garissa, Kenya",Kenya,Garissa,Garissa Township,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C311020310,"Eastern Pastoral Zone, Sericho, Isiolo South, Isiolo, Kenya",Kenya,Isiolo,Isiolo South,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C307040510,"Eastern Pastoral Zone, Waberi, Garissa Township, Garissa, Kenya",Kenya,Garissa,Garissa Township,KE10,Eastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C310030204,"Lake Turkana Fishing, Illeret, North Horr, Marsabit, Kenya",Kenya,Marsabit,North Horr,KE04,Lake Turkana Fishing,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C323020104,"Lake Turkana Fishing, Kalokol, Turkana Central, Turkana, Kenya",Kenya,Turkana,Turkana Central,KE04,Lake Turkana Fishing,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C323020304,"Lake Turkana Fishing, Kang'Atotha, Turkana Central, Turkana, Kenya",Kenya,Turkana,Turkana Central,KE04,Lake Turkana Fishing,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C323030204,"Lake Turkana Fishing, Katilia, Turkana East, Turkana, Kenya",Kenya,Turkana,Turkana East,KE04,Lake Turkana Fishing,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C323020404,"Lake Turkana Fishing, Kerio Delta, Turkana Central, Turkana, Kenya",Kenya,Turkana,Turkana Central,KE04,Lake Turkana Fishing,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C323040404,"Lake Turkana Fishing, Lakezone, Turkana North, Turkana, Kenya",Kenya,Turkana,Turkana North,KE04,Lake Turkana Fishing,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C323040504,"Lake Turkana Fishing, Lapur, Turkana North, Turkana, Kenya",Kenya,Turkana,Turkana North,KE04,Lake Turkana Fishing,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C310010504,"Lake Turkana Fishing, Loiyangalani, Laisamis, Marsabit, Kenya",Kenya,Marsabit,Laisamis,KE04,Lake Turkana Fishing,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C310030404,"Lake Turkana Fishing, North Horr, North Horr, Marsabit, Kenya",Kenya,Marsabit,North Horr,KE04,Lake Turkana Fishing,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C325020604,"Lake Turkana Fishing, Nyiro, Samburu North, Samburu, Kenya",Kenya,Samburu,Samburu North,KE04,Lake Turkana Fishing,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C341020023,"Lake Victoria Fishing Zone, Bondo, Siaya, Kenya",Kenya,Siaya,Bondo,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C340010023,"Lake Victoria Fishing Zone, Budalangi, Busia, Kenya",Kenya,Busia,Budalangi,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C340030023,"Lake Victoria Fishing Zone, Funyula, Busia, Kenya",Kenya,Busia,Funyula,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C343010023,"Lake Victoria Fishing Zone, Homa Bay Town, Homa Bay, Kenya",Kenya,Homa Bay,Homa Bay Town,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C343030023,"Lake Victoria Fishing Zone, Karachuonyo, Homa Bay, Kenya",Kenya,Homa Bay,Karachuonyo,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C342010023,"Lake Victoria Fishing Zone, Kisumu Central, Kisumu, Kenya",Kenya,Kisumu,Kisumu Central,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C342020023,"Lake Victoria Fishing Zone, Kisumu East, Kisumu, Kenya",Kenya,Kisumu,Kisumu East,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C342030023,"Lake Victoria Fishing Zone, Kisumu West, Kisumu, Kenya",Kenya,Kisumu,Kisumu West,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C343050023,"Lake Victoria Fishing Zone, Mbita, Homa Bay, Kenya",Kenya,Homa Bay,Mbita,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C342050023,"Lake Victoria Fishing Zone, Nyakach, Kisumu, Kenya",Kenya,Kisumu,Nyakach,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C342060023,"Lake Victoria Fishing Zone, Nyando, Kisumu, Kenya",Kenya,Kisumu,Nyando,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C344040023,"Lake Victoria Fishing Zone, Nyatike, Migori, Kenya",Kenya,Migori,Nyatike,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C343070023,"Lake Victoria Fishing Zone, Rangwe, Homa Bay, Kenya",Kenya,Homa Bay,Rangwe,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C341040023,"Lake Victoria Fishing Zone, Rarieda, Siaya, Kenya",Kenya,Siaya,Rarieda,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C342070023,"Lake Victoria Fishing Zone, Seme, Kisumu, Kenya",Kenya,Kisumu,Seme,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C343080023,"Lake Victoria Fishing Zone, Suba, Homa Bay, Kenya",Kenya,Homa Bay,Suba,KE23,Lake Victoria Fishing Zone,1,False,fsc_admin_lhz,East Africa,Minimal
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309030208,"Mandera Riverine Zone, Bulla Mpya, Mandera East, Mandera, Kenya",Kenya,Mandera,Mandera East,KE08,Mandera Riverine Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309020408,"Mandera Riverine Zone, Khalalio, Lafey, Mandera, Kenya",Kenya,Mandera,Lafey,KE08,Mandera Riverine Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309030308,"Mandera Riverine Zone, Khalalio, Mandera East, Mandera, Kenya",Kenya,Mandera,Mandera East,KE08,Mandera Riverine Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309020608,"Mandera Riverine Zone, Libehia, Lafey, Mandera, Kenya",Kenya,Mandera,Lafey,KE08,Mandera Riverine Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309030408,"Mandera Riverine Zone, Neboi, Mandera East, Mandera, Kenya",Kenya,Mandera,Mandera East,KE08,Mandera Riverine Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309040508,"Mandera Riverine Zone, Rhamu Dimtu, Mandera North, Mandera, Kenya",Kenya,Mandera,Mandera North,KE08,Mandera Riverine Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309040408,"Mandera Riverine Zone, Rhamu, Mandera North, Mandera, Kenya",Kenya,Mandera,Mandera North,KE08,Mandera Riverine Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309030508,"Mandera Riverine Zone, Township, Mandera East, Mandera, Kenya",Kenya,Mandera,Mandera East,KE08,Mandera Riverine Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C310040106,"Marsabit Marginal Mixed Farming Zone, Karare, Saku, Marsabit, Kenya",Kenya,Marsabit,Saku,KE06,Marsabit Marginal Mixed Farming Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C310040206,"Marsabit Marginal Mixed Farming Zone, Marsabit Central, Saku, Marsabit, Kenya",Kenya,Marsabit,Saku,KE06,Marsabit Marginal Mixed Farming Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C310040306,"Marsabit Marginal Mixed Farming Zone, Sagante/Jaldessa, Saku, Marsabit, Kenya",Kenya,Marsabit,Saku,KE06,Marsabit Marginal Mixed Farming Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308040107,"Northeastern Agropastoral Zone, Batalu, Wajir North, Wajir, Kenya",Kenya,Wajir,Wajir North,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308040207,"Northeastern Agropastoral Zone, Bute, Wajir North, Wajir, Kenya",Kenya,Wajir,Wajir North,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C310020107,"Northeastern Agropastoral Zone, Butiye, Moyale, Marsabit, Kenya",Kenya,Marsabit,Moyale,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308040307,"Northeastern Agropastoral Zone, Danaba, Wajir North, Wajir, Kenya",Kenya,Wajir,Wajir North,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309060107,"Northeastern Agropastoral Zone, Dandu, Mandera West, Mandera, Kenya",Kenya,Mandera,Mandera West,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308010207,"Northeastern Agropastoral Zone, Dela, Eldas, Wajir, Kenya",Kenya,Wajir,Eldas,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308010407,"Northeastern Agropastoral Zone, Eldas, Eldas, Wajir, Kenya",Kenya,Wajir,Eldas,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309060207,"Northeastern Agropastoral Zone, Gither, Mandera West, Mandera, Kenya",Kenya,Mandera,Mandera West,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308040407,"Northeastern Agropastoral Zone, Godoma, Wajir North, Wajir, Kenya",Kenya,Wajir,Wajir North,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C310020207,"Northeastern Agropastoral Zone, Golbo, Moyale, Marsabit, Kenya",Kenya,Marsabit,Moyale,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308040507,"Northeastern Agropastoral Zone, Gurar, Wajir North, Wajir, Kenya",Kenya,Wajir,Wajir North,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C310020307,"Northeastern Agropastoral Zone, Heillu Manyatta, Moyale, Marsabit, Kenya",Kenya,Marsabit,Moyale,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308010507,"Northeastern Agropastoral Zone, Korondile, Eldas, Wajir, Kenya",Kenya,Wajir,Eldas,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308040607,"Northeastern Agropastoral Zone, Korondile, Wajir North, Wajir, Kenya",Kenya,Wajir,Wajir North,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308010607,"Northeastern Agropastoral Zone, Lakole South/Basir, Eldas, Wajir, Kenya",Kenya,Wajir,Eldas,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308040707,"Northeastern Agropastoral Zone, Malkagufu, Wajir North, Wajir, Kenya",Kenya,Wajir,Wajir North,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C310020407,"Northeastern Agropastoral Zone, Moyale Township, Moyale, Marsabit, Kenya",Kenya,Marsabit,Moyale,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C310020507,"Northeastern Agropastoral Zone, Obbu, Moyale, Marsabit, Kenya",Kenya,Marsabit,Moyale,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309060507,"Northeastern Agropastoral Zone, Takaba South, Mandera West, Mandera, Kenya",Kenya,Mandera,Mandera West,KE07,Northeastern Agropastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308060109,"Northeastern Pastoral Zone, Adamsajide, Wajir West, Wajir, Kenya",Kenya,Wajir,Wajir West,KE09,Northeastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309020109,"Northeastern Pastoral Zone, Alango Gof, Lafey, Mandera, Kenya",Kenya,Mandera,Lafey,KE09,Northeastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309020209,"Northeastern Pastoral Zone, Arabia, Lafey, Mandera, Kenya",Kenya,Mandera,Lafey,KE09,Northeastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C309030109,"Northeastern Pastoral Zone, Arabia, Mandera East, Mandera, Kenya",Kenya,Mandera,Mandera East,KE09,Northeastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308010109,"Northeastern Pastoral Zone, Arbajahan, Eldas, Wajir, Kenya",Kenya,Wajir,Eldas,KE09,Northeastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
2026-03-01,2026-05-01,2026-03-01,KE,KE2016C308060209,"Northeastern Pastoral Zone, Arbajahan, Wajir West, Wajir, Kenya",Kenya,Wajir,Wajir West,KE09,Northeastern Pastoral Zone,3,False,fsc_admin_lhz,East Africa,Crisis
